City,State,Year,Population
New York,New York,2010,8190208
New York,New York,2011,8272948
New York,New York,2012,8346693
New York,New York,2013,8396091
New York,New York,2014,8433806
New York,New York,2015,8463049
New York,New York,2016,8469153
New York,New York,2017,8437478
New York,New York,2018,8390081
New York,New York,2019,8336817
Los Angeles,California,2010,3795512
Los Angeles,California,2011,3820876
Los Angeles,California,2012,3851202
Los Angeles,California,2013,3881622
Los Angeles,California,2014,3909901
Los Angeles,California,2015,3938568
Los Angeles,California,2016,3963226
Los Angeles,California,2017,3975788
Los Angeles,California,2018,3977596
Los Angeles,California,2019,3979576
Chicago,Illinois,2010,2697477
Chicago,Illinois,2011,2708114
Chicago,Illinois,2012,2719141
Chicago,Illinois,2013,2725731
Chicago,Illinois,2014,2727066
Chicago,Illinois,2015,2724344
Chicago,Illinois,2016,2716723
Chicago,Illinois,2017,2711069
Chicago,Illinois,2018,2701423
Chicago,Illinois,2019,2693976
Houston,Texas,2010,2100280
Houston,Texas,2011,2126032
Houston,Texas,2012,2161593
Houston,Texas,2013,2199391
Houston,Texas,2014,2241826
Houston,Texas,2015,2286908
Houston,Texas,2016,2309544
Houston,Texas,2017,2316750
Houston,Texas,2018,2318573
Houston,Texas,2019,2320268
Phoenix,Arizona,2010,1449038
Phoenix,Arizona,2011,1469796
Phoenix,Arizona,2012,1499274
Phoenix,Arizona,2013,1526491
Phoenix,Arizona,2014,1555445
Phoenix,Arizona,2015,1583690
Phoenix,Arizona,2016,1612199
Phoenix,Arizona,2017,1633560
Phoenix,Arizona,2018,1654675
Phoenix,Arizona,2019,1680992
Philadelphia,Pennsylvania,2010,1528283
Philadelphia,Pennsylvania,2011,1540466
Philadelphia,Pennsylvania,2012,1551824
Philadelphia,Pennsylvania,2013,1558313
Philadelphia,Pennsylvania,2014,1565460
Philadelphia,Pennsylvania,2015,1571065
Philadelphia,Pennsylvania,2016,1576051
Philadelphia,Pennsylvania,2017,1580601
Philadelphia,Pennsylvania,2018,1583592
Philadelphia,Pennsylvania,2019,1584064
San Antonio,Texas,2010,1332299
San Antonio,Texas,2011,1357120
San Antonio,Texas,2012,1383075
San Antonio,Texas,2013,1408339
San Antonio,Texas,2014,1435456
San Antonio,Texas,2015,1464043
San Antonio,Texas,2016,1487843
San Antonio,Texas,2017,1511154
San Antonio,Texas,2018,1530016
San Antonio,Texas,2019,1547253
San Diego,California,2010,1305906
San Diego,California,2011,1319592
San Diego,California,2012,1336776
San Diego,California,2013,1355320
San Diego,California,2014,1375831
San Diego,California,2015,1387323
San Diego,California,2016,1402089
San Diego,California,2017,1412621
San Diego,California,2018,1421917
San Diego,California,2019,1423851
Dallas,Texas,2010,1200350
Dallas,Texas,2011,1218282
Dallas,Texas,2012,1242115
Dallas,Texas,2013,1258835
Dallas,Texas,2014,1279098
Dallas,Texas,2015,1301329
Dallas,Texas,2016,1323916
Dallas,Texas,2017,1342479
Dallas,Texas,2018,1341802
Dallas,Texas,2019,1343573
San Jose,California,2010,954940
San Jose,California,2011,970369
San Jose,California,2012,983530
San Jose,California,2013,1001279
San Jose,California,2014,1014273
San Jose,California,2015,1025980
San Jose,California,2016,1030242
San Jose,California,2017,1032335
San Jose,California,2018,1028020
San Jose,California,2019,1021795
Austin,Texas,2010,806164
Austin,Texas,2011,828459
Austin,Texas,2012,854482
Austin,Texas,2013,875003
Austin,Texas,2014,901170
Austin,Texas,2015,921114
Austin,Texas,2016,939447
Austin,Texas,2017,951553
Austin,Texas,2018,962469
Austin,Texas,2019,978908
Jacksonville,Florida,2010,823114
Jacksonville,Florida,2011,829609
Jacksonville,Florida,2012,837013
Jacksonville,Florida,2013,842735
Jacksonville,Florida,2014,852494
Jacksonville,Florida,2015,865836
Jacksonville,Florida,2016,880520
Jacksonville,Florida,2017,892025
Jacksonville,Florida,2018,902437
Jacksonville,Florida,2019,911507
Fort Worth,Texas,2010,748441
Fort Worth,Texas,2011,764142
Fort Worth,Texas,2012,781046
Fort Worth,Texas,2013,796073
Fort Worth,Texas,2014,815057
Fort Worth,Texas,2015,835356
Fort Worth,Texas,2016,856177
Fort Worth,Texas,2017,874809
Fort Worth,Texas,2018,893216
Fort Worth,Texas,2019,909585
Columbus,Ohio,2010,790943
Columbus,Ohio,2011,800607
Columbus,Ohio,2012,812740
Columbus,Ohio,2013,827797
Columbus,Ohio,2014,841673
Columbus,Ohio,2015,854950
Columbus,Ohio,2016,866894
Columbus,Ohio,2017,881694
Columbus,Ohio,2018,890869
Columbus,Ohio,2019,898553
Charlotte,North Carolina,2010,738444
Charlotte,North Carolina,2011,754829
Charlotte,North Carolina,2012,773264
Charlotte,North Carolina,2013,792047
Charlotte,North Carolina,2014,807400
Charlotte,North Carolina,2015,825668
Charlotte,North Carolina,2016,843117
Charlotte,North Carolina,2017,860002
Charlotte,North Carolina,2018,872514
Charlotte,North Carolina,2019,885708
San Francisco,California,2010,805505
San Francisco,California,2011,815650
San Francisco,California,2012,828876
San Francisco,California,2013,839572
San Francisco,California,2014,850750
San Francisco,California,2015,863010
San Francisco,California,2016,871512
San Francisco,California,2017,878040
San Francisco,California,2018,880696
San Francisco,California,2019,881549
Indianapolis,Indiana,2010,821579
Indianapolis,Indiana,2011,827664
Indianapolis,Indiana,2012,835499
Indianapolis,Indiana,2013,844696
Indianapolis,Indiana,2014,850164
Indianapolis,Indiana,2015,853714
Indianapolis,Indiana,2016,859049
Indianapolis,Indiana,2017,863478
Indianapolis,Indiana,2018,870960
Indianapolis,Indiana,2019,876384
Seattle,Washington,2010,610630
Seattle,Washington,2011,622694
Seattle,Washington,2012,635928
Seattle,Washington,2013,653588
Seattle,Washington,2014,670109
Seattle,Washington,2015,687386
Seattle,Washington,2016,709631
Seattle,Washington,2017,728661
Seattle,Washington,2018,742235
Seattle,Washington,2019,753675
Denver,Colorado,2010,603359
Denver,Colorado,2011,620530
Denver,Colorado,2012,635163
Denver,Colorado,2013,649391
Denver,Colorado,2014,664582
Denver,Colorado,2015,683285
Denver,Colorado,2016,696159
Denver,Colorado,2017,704961
Denver,Colorado,2018,716265
Denver,Colorado,2019,727211
Washington,District of Columbia,2010,605226
Washington,District of Columbia,2011,619800
Washington,District of Columbia,2012,634924
Washington,District of Columbia,2013,650581
Washington,District of Columbia,2014,662328
Washington,District of Columbia,2015,675400
Washington,District of Columbia,2016,685815
Washington,District of Columbia,2017,694906
Washington,District of Columbia,2018,701547
Washington,District of Columbia,2019,705749
Boston,Massachusetts,2010,621048
Boston,Massachusetts,2011,630505
Boston,Massachusetts,2012,642955
Boston,Massachusetts,2013,653002
Boston,Massachusetts,2014,662855
Boston,Massachusetts,2015,670491
Boston,Massachusetts,2016,679848
Boston,Massachusetts,2017,687788
Boston,Massachusetts,2018,691147
Boston,Massachusetts,2019,692600
El Paso,Texas,2010,650671
El Paso,Texas,2011,664404
El Paso,Texas,2012,674941
El Paso,Texas,2013,674808
El Paso,Texas,2014,677235
El Paso,Texas,2015,676242
El Paso,Texas,2016,679955
El Paso,Texas,2017,681343
El Paso,Texas,2018,679875
El Paso,Texas,2019,681728
Nashville-Davidson,Tennessee,2010,604589
Nashville-Davidson,Tennessee,2011,612518
Nashville-Davidson,Tennessee,2012,625550
Nashville-Davidson,Tennessee,2013,635999
Nashville-Davidson,Tennessee,2014,645259
Nashville-Davidson,Tennessee,2015,655498
Nashville-Davidson,Tennessee,2016,661765
Nashville-Davidson,Tennessee,2017,663587
Nashville-Davidson,Tennessee,2018,667006
Nashville-Davidson,Tennessee,2019,670820
Detroit,Michigan,2010,711131
Detroit,Michigan,2011,705118
Detroit,Michigan,2012,700183
Detroit,Michigan,2013,691868
Detroit,Michigan,2014,682609
Detroit,Michigan,2015,679410
Detroit,Michigan,2016,677143
Detroit,Michigan,2017,674631
Detroit,Michigan,2018,672977
Detroit,Michigan,2019,670031
Oklahoma City,Oklahoma,2010,582516
Oklahoma City,Oklahoma,2011,590947
Oklahoma City,Oklahoma,2012,600971
Oklahoma City,Oklahoma,2013,612061
Oklahoma City,Oklahoma,2014,621639
Oklahoma City,Oklahoma,2015,632172
Oklahoma City,Oklahoma,2016,639924
Oklahoma City,Oklahoma,2017,642822
Oklahoma City,Oklahoma,2018,647912
Oklahoma City,Oklahoma,2019,655057
Portland,Oregon,2010,585429
Portland,Oregon,2011,595451
Portland,Oregon,2012,604264
Portland,Oregon,2013,609890
Portland,Oregon,2014,620510
Portland,Oregon,2015,631366
Portland,Oregon,2016,642720
Portland,Oregon,2017,647924
Portland,Oregon,2018,650837
Portland,Oregon,2019,654741
Las Vegas,Nevada,2010,584576
Las Vegas,Nevada,2011,586606
Las Vegas,Nevada,2012,593275
Las Vegas,Nevada,2013,599551
Las Vegas,Nevada,2014,607976
Las Vegas,Nevada,2015,617487
Las Vegas,Nevada,2016,626538
Las Vegas,Nevada,2017,635262
Las Vegas,Nevada,2018,643228
Las Vegas,Nevada,2019,651319
Memphis,Tennessee,2010,652326
Memphis,Tennessee,2011,655341
Memphis,Tennessee,2012,658786
Memphis,Tennessee,2013,657146
Memphis,Tennessee,2014,654990
Memphis,Tennessee,2015,654106
Memphis,Tennessee,2016,652548
Memphis,Tennessee,2017,650878
Memphis,Tennessee,2018,651104
Memphis,Tennessee,2019,651073
Louisville/Jefferson County,Kentucky,2010,596482
Louisville/Jefferson County,Kentucky,2011,599920
Louisville/Jefferson County,Kentucky,2012,604246
Louisville/Jefferson County,Kentucky,2013,610471
Louisville/Jefferson County,Kentucky,2014,612634
Louisville/Jefferson County,Kentucky,2015,615372
Louisville/Jefferson County,Kentucky,2016,617583
Louisville/Jefferson County,Kentucky,2017,619728
Louisville/Jefferson County,Kentucky,2018,618495
Louisville/Jefferson County,Kentucky,2019,617638
Baltimore,Maryland,2010,620915
Baltimore,Maryland,2011,620410
Baltimore,Maryland,2012,622895
Baltimore,Maryland,2013,622391
Baltimore,Maryland,2014,623587
Baltimore,Maryland,2015,622522
Baltimore,Maryland,2016,616226
Baltimore,Maryland,2017,610481
Baltimore,Maryland,2018,602443
Baltimore,Maryland,2019,593490
Milwaukee,Wisconsin,2010,594865
Milwaukee,Wisconsin,2011,597086
Milwaukee,Wisconsin,2012,598569
Milwaukee,Wisconsin,2013,599916
Milwaukee,Wisconsin,2014,600664
Milwaukee,Wisconsin,2015,600477
Milwaukee,Wisconsin,2016,596996
Milwaukee,Wisconsin,2017,593725
Milwaukee,Wisconsin,2018,591375
Milwaukee,Wisconsin,2019,590157
Albuquerque,New Mexico,2010,546755
Albuquerque,New Mexico,2011,552066
Albuquerque,New Mexico,2012,555002
Albuquerque,New Mexico,2013,557445
Albuquerque,New Mexico,2014,557444
Albuquerque,New Mexico,2015,557937
Albuquerque,New Mexico,2016,559192
Albuquerque,New Mexico,2017,559673
Albuquerque,New Mexico,2018,559629
Albuquerque,New Mexico,2019,560513
Tucson,Arizona,2010,527160
Tucson,Arizona,2011,530709
Tucson,Arizona,2012,531880
Tucson,Arizona,2013,532945
Tucson,Arizona,2014,534800
Tucson,Arizona,2015,535607
Tucson,Arizona,2016,537528
Tucson,Arizona,2017,541377
Tucson,Arizona,2018,544858
Tucson,Arizona,2019,548073
Fresno,California,2010,497769
Fresno,California,2011,501429
Fresno,California,2012,505414
Fresno,California,2013,508880
Fresno,California,2014,514100
Fresno,California,2015,518203
Fresno,California,2016,521426
Fresno,California,2017,525373
Fresno,California,2018,528814
Fresno,California,2019,531576
Mesa,Arizona,2010,440993
Mesa,Arizona,2011,447681
Mesa,Arizona,2012,456968
Mesa,Arizona,2013,464803
Mesa,Arizona,2014,473132
Mesa,Arizona,2015,481811
Mesa,Arizona,2016,490695
Mesa,Arizona,2017,500021
Mesa,Arizona,2018,507945
Mesa,Arizona,2019,518012
Sacramento,California,2010,467286
Sacramento,California,2011,470902
Sacramento,California,2012,474226
Sacramento,California,2013,478214
Sacramento,California,2014,482762
Sacramento,California,2015,488133
Sacramento,California,2016,494127
Sacramento,California,2017,500777
Sacramento,California,2018,507737
Sacramento,California,2019,513624
Atlanta,Georgia,2010,429410
Atlanta,Georgia,2011,437812
Atlanta,Georgia,2012,449016
Atlanta,Georgia,2013,453990
Atlanta,Georgia,2014,461154
Atlanta,Georgia,2015,468303
Atlanta,Georgia,2016,479174
Atlanta,Georgia,2017,491670
Atlanta,Georgia,2018,498183
Atlanta,Georgia,2019,506811
Kansas City,Missouri,2010,460697
Kansas City,Missouri,2011,462368
Kansas City,Missouri,2012,464595
Kansas City,Missouri,2013,467213
Kansas City,Missouri,2014,470629
Kansas City,Missouri,2015,475073
Kansas City,Missouri,2016,481670
Kansas City,Missouri,2017,488329
Kansas City,Missouri,2018,492012
Kansas City,Missouri,2019,495327
Colorado Springs,Colorado,2010,420685
Colorado Springs,Colorado,2011,427434
Colorado Springs,Colorado,2012,432782
Colorado Springs,Colorado,2013,438146
Colorado Springs,Colorado,2014,442361
Colorado Springs,Colorado,2015,449572
Colorado Springs,Colorado,2016,458714
Colorado Springs,Colorado,2017,465167
Colorado Springs,Colorado,2018,472567
Colorado Springs,Colorado,2019,478221
Omaha,Nebraska,2010,459659
Omaha,Nebraska,2011,462101
Omaha,Nebraska,2012,465261
Omaha,Nebraska,2013,468086
Omaha,Nebraska,2014,470423
Omaha,Nebraska,2015,472638
Omaha,Nebraska,2016,475044
Omaha,Nebraska,2017,476271
Omaha,Nebraska,2018,477299
Omaha,Nebraska,2019,478192
Raleigh,North Carolina,2010,406353
Raleigh,North Carolina,2011,413958
Raleigh,North Carolina,2012,423304
Raleigh,North Carolina,2013,431391
Raleigh,North Carolina,2014,439503
Raleigh,North Carolina,2015,449546
Raleigh,North Carolina,2016,459469
Raleigh,North Carolina,2017,465776
Raleigh,North Carolina,2018,469314
Raleigh,North Carolina,2019,474069
Miami,Florida,2010,400779
Miami,Florida,2011,406593
Miami,Florida,2012,411149
Miami,Florida,2013,415661
Miami,Florida,2014,425110
Miami,Florida,2015,434738
Miami,Florida,2016,449149
Miami,Florida,2017,456617
Miami,Florida,2018,462819
Miami,Florida,2019,467963
Long Beach,California,2010,462431
Long Beach,California,2011,464512
Long Beach,California,2012,466873
Long Beach,California,2013,468000
Long Beach,California,2014,469109
Long Beach,California,2015,470128
Long Beach,California,2016,468719
Long Beach,California,2017,466646
Long Beach,California,2018,465865
Long Beach,California,2019,462628
Virginia Beach,Virginia,2010,438859
Virginia Beach,Virginia,2011,442583
Virginia Beach,Virginia,2012,445044
Virginia Beach,Virginia,2013,447706
Virginia Beach,Virginia,2014,448864
Virginia Beach,Virginia,2015,450304
Virginia Beach,Virginia,2016,450983
Virginia Beach,Virginia,2017,449896
Virginia Beach,Virginia,2018,449849
Virginia Beach,Virginia,2019,449974
Oakland,California,2010,391406
Oakland,California,2011,396086
Oakland,California,2012,401104
Oakland,California,2013,406648
Oakland,California,2014,412901
Oakland,California,2015,418211
Oakland,California,2016,420947
Oakland,California,2017,424382
Oakland,California,2018,429056
Oakland,California,2019,433031
Minneapolis,Minnesota,2010,383067
Minneapolis,Minnesota,2011,388052
Minneapolis,Minnesota,2012,392768
Minneapolis,Minnesota,2013,400070
Minneapolis,Minnesota,2014,407067
Minneapolis,Minnesota,2015,411030
Minneapolis,Minnesota,2016,415079
Minneapolis,Minnesota,2017,420925
Minneapolis,Minnesota,2018,424903
Minneapolis,Minnesota,2019,429606
Tulsa,Oklahoma,2010,392403
Tulsa,Oklahoma,2011,393005
Tulsa,Oklahoma,2012,394643
Tulsa,Oklahoma,2013,398401
Tulsa,Oklahoma,2014,399892
Tulsa,Oklahoma,2015,403491
Tulsa,Oklahoma,2016,404007
Tulsa,Oklahoma,2017,402060
Tulsa,Oklahoma,2018,400414
Tulsa,Oklahoma,2019,401190
Tampa,Florida,2010,337053
Tampa,Florida,2011,342589
Tampa,Florida,2012,348090
Tampa,Florida,2013,355172
Tampa,Florida,2014,362664
Tampa,Florida,2015,371464
Tampa,Florida,2016,380344
Tampa,Florida,2017,391026
Tampa,Florida,2018,397232
Tampa,Florida,2019,399700
Arlington,Texas,2010,365892
Arlington,Texas,2011,370253
Arlington,Texas,2012,375629
Arlington,Texas,2013,378950
Arlington,Texas,2014,382721
Arlington,Texas,2015,388728
Arlington,Texas,2016,394384
Arlington,Texas,2017,397173
Arlington,Texas,2018,398123
Arlington,Texas,2019,398854
New Orleans,Louisiana,2010,347772
New Orleans,Louisiana,2011,360735
New Orleans,Louisiana,2012,369787
New Orleans,Louisiana,2013,378637
New Orleans,Louisiana,2014,383940
New Orleans,Louisiana,2015,389742
New Orleans,Louisiana,2016,391843
New Orleans,Louisiana,2017,391493
New Orleans,Louisiana,2018,391004
New Orleans,Louisiana,2019,390144
Wichita,Kansas,2010,382745
Wichita,Kansas,2011,383773
Wichita,Kansas,2012,385751
Wichita,Kansas,2013,387210
Wichita,Kansas,2014,388416
Wichita,Kansas,2015,389412
Wichita,Kansas,2016,390519
Wichita,Kansas,2017,390277
Wichita,Kansas,2018,389231
Wichita,Kansas,2019,389938
Bakersfield,California,2010,348987
Bakersfield,California,2011,353221
Bakersfield,California,2012,357312
Bakersfield,California,2013,362834
Bakersfield,California,2014,366954
Bakersfield,California,2015,371348
Bakersfield,California,2016,374699
Bakersfield,California,2017,377940
Bakersfield,California,2018,381714
Bakersfield,California,2019,384145
Cleveland,Ohio,2010,395926
Cleveland,Ohio,2011,392667
Cleveland,Ohio,2012,391550
Cleveland,Ohio,2013,391792
Cleveland,Ohio,2014,390871
Cleveland,Ohio,2015,389244
Cleveland,Ohio,2016,387662
Cleveland,Ohio,2017,385252
Cleveland,Ohio,2018,383214
Cleveland,Ohio,2019,381009
Aurora,Colorado,2010,326055
Aurora,Colorado,2011,332730
Aurora,Colorado,2012,339261
Aurora,Colorado,2013,345613
Aurora,Colorado,2014,352660
Aurora,Colorado,2015,360098
Aurora,Colorado,2016,363277
Aurora,Colorado,2017,367574
Aurora,Colorado,2018,374572
Aurora,Colorado,2019,379289
Anaheim,California,2010,336760
Anaheim,California,2011,339831
Anaheim,California,2012,342071
Anaheim,California,2013,343832
Anaheim,California,2014,344604
Anaheim,California,2015,348251
Anaheim,California,2016,350013
Anaheim,California,2017,350476
Anaheim,California,2018,350698
Anaheim,California,2019,350365
Urban Honolulu CDP,Hawaii,2010,339121
Urban Honolulu CDP,Hawaii,2011,343059
Urban Honolulu CDP,Hawaii,2012,346845
Urban Honolulu CDP,Hawaii,2013,349237
Urban Honolulu CDP,Hawaii,2014,349561
Urban Honolulu CDP,Hawaii,2015,351571
Urban Honolulu CDP,Hawaii,2016,351747
Urban Honolulu CDP,Hawaii,2017,349750
Urban Honolulu CDP,Hawaii,2018,346945
Urban Honolulu CDP,Hawaii,2019,345064
Santa Ana,California,2010,325327
Santa Ana,California,2011,328227
Santa Ana,California,2012,330550
Santa Ana,California,2013,333716
Santa Ana,California,2014,333431
Santa Ana,California,2015,333417
Santa Ana,California,2016,333765
Santa Ana,California,2017,332627
Santa Ana,California,2018,331912
Santa Ana,California,2019,332318
Riverside,California,2010,305466
Riverside,California,2011,309472
Riverside,California,2012,312323
Riverside,California,2013,315510
Riverside,California,2014,317702
Riverside,California,2015,320483
Riverside,California,2016,323684
Riverside,California,2017,326882
Riverside,California,2018,329654
Riverside,California,2019,331360
Corpus Christi,Texas,2010,305272
Corpus Christi,Texas,2011,308103
Corpus Christi,Texas,2012,312390
Corpus Christi,Texas,2013,317043
Corpus Christi,Texas,2014,320765
Corpus Christi,Texas,2015,324672
Corpus Christi,Texas,2016,325786
Corpus Christi,Texas,2017,325568
Corpus Christi,Texas,2018,326307
Corpus Christi,Texas,2019,326586
Lexington-Fayette,Kentucky,2010,296848
Lexington-Fayette,Kentucky,2011,301696
Lexington-Fayette,Kentucky,2012,305947
Lexington-Fayette,Kentucky,2013,309865
Lexington-Fayette,Kentucky,2014,311784
Lexington-Fayette,Kentucky,2015,315819
Lexington-Fayette,Kentucky,2016,319644
Lexington-Fayette,Kentucky,2017,321964
Lexington-Fayette,Kentucky,2018,322426
Lexington-Fayette,Kentucky,2019,323152
Henderson,Nevada,2010,257452
Henderson,Nevada,2011,258752
Henderson,Nevada,2012,263278
Henderson,Nevada,2013,268274
Henderson,Nevada,2014,274255
Henderson,Nevada,2015,282167
Henderson,Nevada,2016,289480
Henderson,Nevada,2017,299314
Henderson,Nevada,2018,309518
Henderson,Nevada,2019,320189
Stockton,California,2010,292888
Stockton,California,2011,295363
Stockton,California,2012,297045
Stockton,California,2013,297493
Stockton,California,2014,301062
Stockton,California,2015,304550
Stockton,California,2016,307158
Stockton,California,2017,310143
Stockton,California,2018,311628
Stockton,California,2019,312697
St. Paul,Minnesota,2010,285510
St. Paul,Minnesota,2011,288872
St. Paul,Minnesota,2012,291280
St. Paul,Minnesota,2013,295054
St. Paul,Minnesota,2014,297655
St. Paul,Minnesota,2015,299915
St. Paul,Minnesota,2016,302948
St. Paul,Minnesota,2017,304913
St. Paul,Minnesota,2018,306960
St. Paul,Minnesota,2019,308096
Cincinnati,Ohio,2010,296980
Cincinnati,Ohio,2011,296187
Cincinnati,Ohio,2012,296900
Cincinnati,Ohio,2013,297905
Cincinnati,Ohio,2014,298626
Cincinnati,Ohio,2015,299439
Cincinnati,Ohio,2016,299748
Cincinnati,Ohio,2017,301587
Cincinnati,Ohio,2018,302277
Cincinnati,Ohio,2019,303940
St. Louis,Missouri,2010,319336
St. Louis,Missouri,2011,319344
St. Louis,Missouri,2012,319416
St. Louis,Missouri,2013,318476
St. Louis,Missouri,2014,317399
St. Louis,Missouri,2015,316010
St. Louis,Missouri,2016,312633
St. Louis,Missouri,2017,308233
St. Louis,Missouri,2018,303419
St. Louis,Missouri,2019,300576
Pittsburgh,Pennsylvania,2010,305283
Pittsburgh,Pennsylvania,2011,306012
Pittsburgh,Pennsylvania,2012,306355
Pittsburgh,Pennsylvania,2013,306902
Pittsburgh,Pennsylvania,2014,305964
Pittsburgh,Pennsylvania,2015,304070
Pittsburgh,Pennsylvania,2016,304643
Pittsburgh,Pennsylvania,2017,301494
Pittsburgh,Pennsylvania,2018,300570
Pittsburgh,Pennsylvania,2019,300286
Greensboro,North Carolina,2010,269598
Greensboro,North Carolina,2011,272430
Greensboro,North Carolina,2012,276041
Greensboro,North Carolina,2013,279244
Greensboro,North Carolina,2014,282261
Greensboro,North Carolina,2015,284610
Greensboro,North Carolina,2016,289182
Greensboro,North Carolina,2017,291537
Greensboro,North Carolina,2018,294518
Greensboro,North Carolina,2019,296710
Lincoln,Nebraska,2010,259455
Lincoln,Nebraska,2011,262690
Lincoln,Nebraska,2012,265861
Lincoln,Nebraska,2013,269129
Lincoln,Nebraska,2014,274128
Lincoln,Nebraska,2015,277345
Lincoln,Nebraska,2016,281339
Lincoln,Nebraska,2017,284527
Lincoln,Nebraska,2018,286930
Lincoln,Nebraska,2019,289102
Anchorage,Alaska,2010,293321
Anchorage,Alaska,2011,296197
Anchorage,Alaska,2012,298255
Anchorage,Alaska,2013,301142
Anchorage,Alaska,2014,299893
Anchorage,Alaska,2015,297547
Anchorage,Alaska,2016,297249
Anchorage,Alaska,2017,294338
Anchorage,Alaska,2018,290521
Anchorage,Alaska,2019,288000
Plano,Texas,2010,261234
Plano,Texas,2011,267035
Plano,Texas,2012,272329
Plano,Texas,2013,274708
Plano,Texas,2014,278226
Plano,Texas,2015,283887
Plano,Texas,2016,287269
Plano,Texas,2017,287715
Plano,Texas,2018,288747
Plano,Texas,2019,287677
Orlando,Florida,2010,239326
Orlando,Florida,2011,243620
Orlando,Florida,2012,249935
Orlando,Florida,2013,255135
Orlando,Florida,2014,262469
Orlando,Florida,2015,270786
Orlando,Florida,2016,278512
Orlando,Florida,2017,281804
Orlando,Florida,2018,285903
Orlando,Florida,2019,287442
Irvine,California,2010,213450
Irvine,California,2011,220303
Irvine,California,2012,229063
Irvine,California,2013,236057
Irvine,California,2014,247136
Irvine,California,2015,255382
Irvine,California,2016,265345
Irvine,California,2017,276000
Irvine,California,2018,281732
Irvine,California,2019,287401
Newark,New Jersey,2010,277175
Newark,New Jersey,2011,277574
Newark,New Jersey,2012,277594
Newark,New Jersey,2013,278121
Newark,New Jersey,2014,278936
Newark,New Jersey,2015,279636
Newark,New Jersey,2016,280681
Newark,New Jersey,2017,281237
Newark,New Jersey,2018,281752
Newark,New Jersey,2019,282011
Durham,North Carolina,2010,230727
Durham,North Carolina,2011,235341
Durham,North Carolina,2012,241117
Durham,North Carolina,2013,246992
Durham,North Carolina,2014,253290
Durham,North Carolina,2015,258647
Durham,North Carolina,2016,265499
Durham,North Carolina,2017,269844
Durham,North Carolina,2018,274557
Durham,North Carolina,2019,278993
Chula Vista,California,2010,244648
Chula Vista,California,2011,248318
Chula Vista,California,2012,252379
Chula Vista,California,2013,256691
Chula Vista,California,2014,259885
Chula Vista,California,2015,264206
Chula Vista,California,2016,266238
Chula Vista,California,2017,269046
Chula Vista,California,2018,270819
Chula Vista,California,2019,274492
Toledo,Ohio,2010,287065
Toledo,Ohio,2011,285425
Toledo,Ohio,2012,283185
Toledo,Ohio,2013,282352
Toledo,Ohio,2014,280712
Toledo,Ohio,2015,279898
Toledo,Ohio,2016,278897
Toledo,Ohio,2017,276688
Toledo,Ohio,2018,274864
Toledo,Ohio,2019,272779
Fort Wayne,Indiana,2010,254161
Fort Wayne,Indiana,2011,256293
Fort Wayne,Indiana,2012,257626
Fort Wayne,Indiana,2013,259333
Fort Wayne,Indiana,2014,260570
Fort Wayne,Indiana,2015,262109
Fort Wayne,Indiana,2016,263513
Fort Wayne,Indiana,2017,265128
Fort Wayne,Indiana,2018,267460
Fort Wayne,Indiana,2019,270402
St. Petersburg,Florida,2010,245222
St. Petersburg,Florida,2011,245871
St. Petersburg,Florida,2012,246656
St. Petersburg,Florida,2013,248453
St. Petersburg,Florida,2014,252225
St. Petersburg,Florida,2015,255041
St. Petersburg,Florida,2016,259266
St. Petersburg,Florida,2017,262588
St. Petersburg,Florida,2018,264466
St. Petersburg,Florida,2019,265351
Laredo,Texas,2010,236807
Laredo,Texas,2011,241195
Laredo,Texas,2012,245728
Laredo,Texas,2013,249602
Laredo,Texas,2014,252734
Laredo,Texas,2015,255271
Laredo,Texas,2016,257862
Laredo,Texas,2017,259324
Laredo,Texas,2018,260856
Laredo,Texas,2019,262491
Jersey City,New Jersey,2010,248324
Jersey City,New Jersey,2011,252877
Jersey City,New Jersey,2012,256072
Jersey City,New Jersey,2013,257119
Jersey City,New Jersey,2014,258632
Jersey City,New Jersey,2015,260171
Jersey City,New Jersey,2016,260427
Jersey City,New Jersey,2017,263292
Jersey City,New Jersey,2018,263851
Jersey City,New Jersey,2019,262075
Chandler,Arizona,2010,236454
Chandler,Arizona,2011,236834
Chandler,Arizona,2012,237660
Chandler,Arizona,2013,239888
Chandler,Arizona,2014,240888
Chandler,Arizona,2015,243679
Chandler,Arizona,2016,247845
Chandler,Arizona,2017,253599
Chandler,Arizona,2018,257186
Chandler,Arizona,2019,261165
Madison,Wisconsin,2010,233730
Madison,Wisconsin,2011,236908
Madison,Wisconsin,2012,239880
Madison,Wisconsin,2013,243233
Madison,Wisconsin,2014,245848
Madison,Wisconsin,2015,248788
Madison,Wisconsin,2016,252677
Madison,Wisconsin,2017,255786
Madison,Wisconsin,2018,257854
Madison,Wisconsin,2019,259680
Lubbock,Texas,2010,231105
Lubbock,Texas,2011,233928
Lubbock,Texas,2012,236361
Lubbock,Texas,2013,239708
Lubbock,Texas,2014,244350
Lubbock,Texas,2015,247950
Lubbock,Texas,2016,251387
Lubbock,Texas,2017,254432
Lubbock,Texas,2018,256469
Lubbock,Texas,2019,258862
Scottsdale,Arizona,2010,217638
Scottsdale,Arizona,2011,220816
Scottsdale,Arizona,2012,225191
Scottsdale,Arizona,2013,228887
Scottsdale,Arizona,2014,233949
Scottsdale,Arizona,2015,241073
