City,State,Year,Population
Danbury,Connecticut,2010,81308
Danbury,Connecticut,2011,82085
Danbury,Connecticut,2012,82777
Danbury,Connecticut,2013,83577
Danbury,Connecticut,2014,83681
Danbury,Connecticut,2015,84200
Danbury,Connecticut,2016,84927
Danbury,Connecticut,2017,84616
Danbury,Connecticut,2018,84675
Danbury,Connecticut,2019,84694
Santa Fe,New Mexico,2010,81012
Santa Fe,New Mexico,2011,81706
Santa Fe,New Mexico,2012,82144
Santa Fe,New Mexico,2013,82584
Santa Fe,New Mexico,2014,82824
Santa Fe,New Mexico,2015,83117
Santa Fe,New Mexico,2016,83515
Santa Fe,New Mexico,2017,83954
Santa Fe,New Mexico,2018,84211
Santa Fe,New Mexico,2019,84683
Johns Creek,Georgia,2010,77090
Johns Creek,Georgia,2011,79218
Johns Creek,Georgia,2012,81852
Johns Creek,Georgia,2013,82455
Johns Creek,Georgia,2014,82743
Johns Creek,Georgia,2015,82980
Johns Creek,Georgia,2016,83930
Johns Creek,Georgia,2017,84282
Johns Creek,Georgia,2018,84320
Johns Creek,Georgia,2019,84579
Newport Beach,California,2010,85329
Newport Beach,California,2011,86073
Newport Beach,California,2012,86522
Newport Beach,California,2013,86877
Newport Beach,California,2014,86688
Newport Beach,California,2015,86585
Newport Beach,California,2016,86510
Newport Beach,California,2017,85740
Newport Beach,California,2018,85074
Newport Beach,California,2019,84534
Kennewick,Washington,2010,74447
Kennewick,Washington,2011,75585
Kennewick,Washington,2012,75930
Kennewick,Washington,2013,76579
Kennewick,Washington,2014,77339
Kennewick,Washington,2015,78724
Kennewick,Washington,2016,80081
Kennewick,Washington,2017,81621
Kennewick,Washington,2018,82696
Kennewick,Washington,2019,84347
Mission,Texas,2010,78118
Mission,Texas,2011,79728
Mission,Texas,2012,80920
Mission,Texas,2013,81486
Mission,Texas,2014,82167
Mission,Texas,2015,82823
Mission,Texas,2016,83257
Mission,Texas,2017,83576
Mission,Texas,2018,83958
Mission,Texas,2019,84331
Milpitas,California,2010,66729
Milpitas,California,2011,67124
Milpitas,California,2012,68862
Milpitas,California,2013,69944
Milpitas,California,2014,73560
Milpitas,California,2015,77485
Milpitas,California,2016,77829
Milpitas,California,2017,77874
Milpitas,California,2018,80208
Milpitas,California,2019,84196
Troy,Michigan,2010,81020
Troy,Michigan,2011,81649
Troy,Michigan,2012,82271
Troy,Michigan,2013,83007
Troy,Michigan,2014,83399
Troy,Michigan,2015,83496
Troy,Michigan,2016,84092
Troy,Michigan,2017,84187
Troy,Michigan,2018,84111
Troy,Michigan,2019,84092
Chino Hills,California,2010,74963
Chino Hills,California,2011,75639
Chino Hills,California,2012,76042
Chino Hills,California,2013,76285
Chino Hills,California,2014,76509
Chino Hills,California,2015,77826
Chino Hills,California,2016,78452
Chino Hills,California,2017,80115
Chino Hills,California,2018,83239
Chino Hills,California,2019,83853
Alhambra,California,2010,83160
Alhambra,California,2011,83594
Alhambra,California,2012,84120
Alhambra,California,2013,84337
Alhambra,California,2014,84786
Alhambra,California,2015,84843
Alhambra,California,2016,85221
Alhambra,California,2017,84878
Alhambra,California,2018,84373
Alhambra,California,2019,83750
Merced,California,2010,79131
Merced,California,2011,79705
Merced,California,2012,80231
Merced,California,2013,80703
Merced,California,2014,81120
Merced,California,2015,81775
Merced,California,2016,82232
Merced,California,2017,82589
Merced,California,2018,83113
Merced,California,2019,83676
Trenton,New Jersey,2010,85004
Trenton,New Jersey,2011,84854
Trenton,New Jersey,2012,84631
Trenton,New Jersey,2013,84503
Trenton,New Jersey,2014,84042
Trenton,New Jersey,2015,83519
Trenton,New Jersey,2016,83313
Trenton,New Jersey,2017,83497
Trenton,New Jersey,2018,83604
Trenton,New Jersey,2019,83203
Franklin,Tennessee,2010,62820
Franklin,Tennessee,2011,64357
Franklin,Tennessee,2012,66359
Franklin,Tennessee,2013,68876
Franklin,Tennessee,2014,70620
Franklin,Tennessee,2015,72573
Franklin,Tennessee,2016,74695
Franklin,Tennessee,2017,78265
Franklin,Tennessee,2018,81027
Franklin,Tennessee,2019,83097
Medford,Oregon,2010,75043
Medford,Oregon,2011,75617
Medford,Oregon,2012,76153
Medford,Oregon,2013,76840
Medford,Oregon,2014,77763
Medford,Oregon,2015,78990
Medford,Oregon,2016,80174
Medford,Oregon,2017,81191
Medford,Oregon,2018,82333
Medford,Oregon,2019,83072
Melbourne,Florida,2010,76363
Melbourne,Florida,2011,76537
Melbourne,Florida,2012,76854
Melbourne,Florida,2013,77393
Melbourne,Florida,2014,78276
Melbourne,Florida,2015,79323
Melbourne,Florida,2016,80656
Melbourne,Florida,2017,81822
Melbourne,Florida,2018,82603
Melbourne,Florida,2019,83029
Manteca,California,2010,67733
Manteca,California,2011,69244
Manteca,California,2012,70884
Manteca,California,2013,71761
Manteca,California,2014,73157
Manteca,California,2015,75088
Manteca,California,2016,76831
Manteca,California,2017,79079
Manteca,California,2018,81603
Manteca,California,2019,83028
Mountain View,California,2010,74236
Mountain View,California,2011,75108
Mountain View,California,2012,76507
Mountain View,California,2013,77955
Mountain View,California,2014,79150
Mountain View,California,2015,80345
Mountain View,California,2016,80821
Mountain View,California,2017,81189
Mountain View,California,2018,83168
Mountain View,California,2019,82739
Sioux City,Iowa,2010,82858
Sioux City,Iowa,2011,83096
Sioux City,Iowa,2012,82689
Sioux City,Iowa,2013,82608
Sioux City,Iowa,2014,82534
Sioux City,Iowa,2015,82669
Sioux City,Iowa,2016,82748
Sioux City,Iowa,2017,82234
Sioux City,Iowa,2018,82380
Sioux City,Iowa,2019,82651
Lynchburg,Virginia,2010,75548
Lynchburg,Virginia,2011,76584
Lynchburg,Virginia,2012,77269
Lynchburg,Virginia,2013,77940
Lynchburg,Virginia,2014,78141
Lynchburg,Virginia,2015,79134
Lynchburg,Virginia,2016,79710
Lynchburg,Virginia,2017,80523
Lynchburg,Virginia,2018,81309
Lynchburg,Virginia,2019,82168
Buena Park,California,2010,80792
Buena Park,California,2011,81553
Buena Park,California,2012,82045
Buena Park,California,2013,82717
Buena Park,California,2014,82621
Buena Park,California,2015,82770
Buena Park,California,2016,82988
Buena Park,California,2017,82619
Buena Park,California,2018,82187
Buena Park,California,2019,81788
Pleasanton,California,2010,70381
Pleasanton,California,2011,71133
Pleasanton,California,2012,72098
Pleasanton,California,2013,74026
Pleasanton,California,2014,77454
Pleasanton,California,2015,79265
Pleasanton,California,2016,82330
Pleasanton,California,2017,82831
Pleasanton,California,2018,82357
Pleasanton,California,2019,81777
Longview,Texas,2010,80565
Longview,Texas,2011,81024
Longview,Texas,2012,81190
Longview,Texas,2013,81249
Longview,Texas,2014,81253
Longview,Texas,2015,81717
Longview,Texas,2016,81378
Longview,Texas,2017,80980
Longview,Texas,2018,81191
Longview,Texas,2019,81631
Westland,Michigan,2010,83959
Westland,Michigan,2011,83518
Westland,Michigan,2012,83334
Westland,Michigan,2013,82659
Westland,Michigan,2014,82628
Westland,Michigan,2015,82321
Westland,Michigan,2016,82115
Westland,Michigan,2017,81940
Westland,Michigan,2018,81752
Westland,Michigan,2019,81511
Auburn,Washington,2010,70560
Auburn,Washington,2011,71748
Auburn,Washington,2012,73474
Auburn,Washington,2013,74924
Auburn,Washington,2014,76198
Auburn,Washington,2015,77479
Auburn,Washington,2016,78725
Auburn,Washington,2017,81333
Auburn,Washington,2018,81789
Auburn,Washington,2019,81464
Cranston,Rhode Island,2010,80757
Cranston,Rhode Island,2011,80881
Cranston,Rhode Island,2012,81066
Cranston,Rhode Island,2013,81033
Cranston,Rhode Island,2014,81248
Cranston,Rhode Island,2015,81306
Cranston,Rhode Island,2016,81221
Cranston,Rhode Island,2017,81022
Cranston,Rhode Island,2018,81335
Cranston,Rhode Island,2019,81456
Somerville,Massachusetts,2010,75877
Somerville,Massachusetts,2011,76710
Somerville,Massachusetts,2012,77620
Somerville,Massachusetts,2013,78573
Somerville,Massachusetts,2014,78991
Somerville,Massachusetts,2015,79715
Somerville,Massachusetts,2016,80936
Somerville,Massachusetts,2017,81204
Somerville,Massachusetts,2018,81357
Somerville,Massachusetts,2019,81360
Folsom,California,2010,72110
Folsom,California,2011,72542
Folsom,California,2012,73042
Folsom,California,2013,72782
Folsom,California,2014,74950
Folsom,California,2015,75935
Folsom,California,2016,76999
Folsom,California,2017,77798
Folsom,California,2018,78842
Folsom,California,2019,81328
Springdale,Arkansas,2010,71129
Springdale,Arkansas,2011,72453
Springdale,Arkansas,2012,73712
Springdale,Arkansas,2013,75121
Springdale,Arkansas,2014,76238
Springdale,Arkansas,2015,77524
Springdale,Arkansas,2016,78737
Springdale,Arkansas,2017,79819
Springdale,Arkansas,2018,80907
Springdale,Arkansas,2019,81125
Deerfield Beach,Florida,2010,75178
Deerfield Beach,Florida,2011,76504
Deerfield Beach,Florida,2012,77395
Deerfield Beach,Florida,2013,78002
Deerfield Beach,Florida,2014,78565
Deerfield Beach,Florida,2015,79334
Deerfield Beach,Florida,2016,79972
Deerfield Beach,Florida,2017,80525
Deerfield Beach,Florida,2018,80666
Deerfield Beach,Florida,2019,81066
Warwick,Rhode Island,2010,82643
Warwick,Rhode Island,2011,82049
Warwick,Rhode Island,2012,81700
Warwick,Rhode Island,2013,81548
Warwick,Rhode Island,2014,81710
Warwick,Rhode Island,2015,81142
Warwick,Rhode Island,2016,81027
Warwick,Rhode Island,2017,80820
Warwick,Rhode Island,2018,80966
Warwick,Rhode Island,2019,81004
Cicero town,Illinois,2010,84267
Cicero town,Illinois,2011,84438
Cicero town,Illinois,2012,84569
Cicero town,Illinois,2013,84601
Cicero town,Illinois,2014,84397
Cicero town,Illinois,2015,83884
Cicero town,Illinois,2016,83219
Cicero town,Illinois,2017,82399
Cicero town,Illinois,2018,81477
Cicero town,Illinois,2019,80796
Farmington Hills,Michigan,2010,79761
Farmington Hills,Michigan,2011,80345
Farmington Hills,Michigan,2012,80922
Farmington Hills,Michigan,2013,81490
Farmington Hills,Michigan,2014,81744
Farmington Hills,Michigan,2015,81536
Farmington Hills,Michigan,2016,81560
Farmington Hills,Michigan,2017,81426
Farmington Hills,Michigan,2018,80939
Farmington Hills,Michigan,2019,80612
Brooklyn Park,Minnesota,2010,75963
Brooklyn Park,Minnesota,2011,76883
Brooklyn Park,Minnesota,2012,77905
Brooklyn Park,Minnesota,2013,78471
Brooklyn Park,Minnesota,2014,78816
Brooklyn Park,Minnesota,2015,79256
Brooklyn Park,Minnesota,2016,79871
Brooklyn Park,Minnesota,2017,80322
Brooklyn Park,Minnesota,2018,80524
Brooklyn Park,Minnesota,2019,80389
Lawrence,Massachusetts,2010,76551
Lawrence,Massachusetts,2011,77260
Lawrence,Massachusetts,2012,77910
Lawrence,Massachusetts,2013,78382
Lawrence,Massachusetts,2014,79182
Lawrence,Massachusetts,2015,79699
Lawrence,Massachusetts,2016,79818
Lawrence,Massachusetts,2017,80003
Lawrence,Massachusetts,2018,80112
Lawrence,Massachusetts,2019,80028
Plymouth,Minnesota,2010,70715
Plymouth,Minnesota,2011,71703
Plymouth,Minnesota,2012,73104
Plymouth,Minnesota,2013,74096
Plymouth,Minnesota,2014,75176
Plymouth,Minnesota,2015,76034
Plymouth,Minnesota,2016,77341
Plymouth,Minnesota,2017,78128
Plymouth,Minnesota,2018,79345
Plymouth,Minnesota,2019,79768
Buckeye,Arizona,2010,51350
Buckeye,Arizona,2011,52486
Buckeye,Arizona,2012,54389
Buckeye,Arizona,2013,56603
Buckeye,Arizona,2014,59100
Buckeye,Arizona,2015,61633
Buckeye,Arizona,2016,64641
Buckeye,Arizona,2017,68534
Buckeye,Arizona,2018,74339
Buckeye,Arizona,2019,79620
Georgetown,Texas,2010,48012
Georgetown,Texas,2011,50310
Georgetown,Texas,2012,52483
Georgetown,Texas,2013,54831
Georgetown,Texas,2014,58974
Georgetown,Texas,2015,63533
Georgetown,Texas,2016,67028
Georgetown,Texas,2017,70640
Georgetown,Texas,2018,74275
Georgetown,Texas,2019,79604
Cedar Park,Texas,2010,55777
Cedar Park,Texas,2011,58840
Cedar Park,Texas,2012,61496
Cedar Park,Texas,2013,64800
Cedar Park,Texas,2014,67161
Cedar Park,Texas,2015,69556
Cedar Park,Texas,2016,72545
Cedar Park,Texas,2017,75559
Cedar Park,Texas,2018,76903
Cedar Park,Texas,2019,79462
Tustin,California,2010,75472
Tustin,California,2011,76227
Tustin,California,2012,77575
Tustin,California,2013,78122
Tustin,California,2014,80138
Tustin,California,2015,80088
Tustin,California,2016,80245
Tustin,California,2017,80121
Tustin,California,2018,79578
Tustin,California,2019,79348
Lakewood,California,2010,80079
Lakewood,California,2011,80413
Lakewood,California,2012,80672
Lakewood,California,2013,80883
Lakewood,California,2014,80927
Lakewood,California,2015,80951
Lakewood,California,2016,80895
Lakewood,California,2017,80510
Lakewood,California,2018,79907
Lakewood,California,2019,79307
Perris,California,2010,69000
Perris,California,2011,70426
Perris,California,2012,71229
Perris,California,2013,72295
Perris,California,2014,73485
Perris,California,2015,74613
Perris,California,2016,76046
Perris,California,2017,77563
Perris,California,2018,78903
Perris,California,2019,79291
Flower Mound town,Texas,2010,64864
Flower Mound town,Texas,2011,65982
Flower Mound town,Texas,2012,67764
Flower Mound town,Texas,2013,68375
Flower Mound town,Texas,2014,69525
Flower Mound town,Texas,2015,70985
Flower Mound town,Texas,2016,73533
Flower Mound town,Texas,2017,76700
Flower Mound town,Texas,2018,77562
Flower Mound town,Texas,2019,79135
Pharr,Texas,2010,70778
Pharr,Texas,2011,72142
Pharr,Texas,2012,73327
Pharr,Texas,2013,74165
Pharr,Texas,2014,75348
Pharr,Texas,2015,76369
Pharr,Texas,2016,77363
Pharr,Texas,2017,78649
Pharr,Texas,2018,78925
Pharr,Texas,2019,79112
Loveland,Colorado,2010,67157
Loveland,Colorado,2011,69321
Loveland,Colorado,2012,70384
Loveland,Colorado,2013,71337
Loveland,Colorado,2014,72514
Loveland,Colorado,2015,74886
Loveland,Colorado,2016,76399
Loveland,Colorado,2017,76880
Loveland,Colorado,2018,77752
Loveland,Colorado,2019,78877
Boynton Beach,Florida,2010,68411
Boynton Beach,Florida,2011,68905
Boynton Beach,Florida,2012,70049
Boynton Beach,Florida,2013,71305
Boynton Beach,Florida,2014,73155
Boynton Beach,Florida,2015,74005
Boynton Beach,Florida,2016,75877
Boynton Beach,Florida,2017,77711
Boynton Beach,Florida,2018,77949
Boynton Beach,Florida,2019,78679
New Rochelle,New York,2010,77233
New Rochelle,New York,2011,77701
New Rochelle,New York,2012,78328
New Rochelle,New York,2013,79265
New Rochelle,New York,2014,79342
New Rochelle,New York,2015,79419
New Rochelle,New York,2016,79455
New Rochelle,New York,2017,79084
New Rochelle,New York,2018,78822
New Rochelle,New York,2019,78557
Temple,Texas,2010,66614
Temple,Texas,2011,67124
Temple,Texas,2012,68756
Temple,Texas,2013,69544
Temple,Texas,2014,70199
Temple,Texas,2015,71786
Temple,Texas,2016,73003
Temple,Texas,2017,74377
Temple,Texas,2018,76165
Temple,Texas,2019,78439
Lake Charles,Louisiana,2010,72531
Lake Charles,Louisiana,2011,72873
Lake Charles,Louisiana,2012,73665
Lake Charles,Louisiana,2013,73886
Lake Charles,Louisiana,2014,74513
Lake Charles,Louisiana,2015,75685
Lake Charles,Louisiana,2016,76462
Lake Charles,Louisiana,2017,77586
Lake Charles,Louisiana,2018,78266
Lake Charles,Louisiana,2019,78396
Jonesboro,Arkansas,2010,67548
Jonesboro,Arkansas,2011,68998
Jonesboro,Arkansas,2012,70440
Jonesboro,Arkansas,2013,71604
Jonesboro,Arkansas,2014,72303
Jonesboro,Arkansas,2015,73763
Jonesboro,Arkansas,2016,74797
Jonesboro,Arkansas,2017,75938
Jonesboro,Arkansas,2018,77234
Jonesboro,Arkansas,2019,78394
Napa,California,2010,77185
Napa,California,2011,77679
Napa,California,2012,78168
Napa,California,2013,78728
Napa,California,2014,79384
Napa,California,2015,79636
Napa,California,2016,79616
Napa,California,2017,79083
Napa,California,2018,78946
Napa,California,2019,78130
Parma,Ohio,2010,81456
Parma,Ohio,2011,80961
Parma,Ohio,2012,80623
Parma,Ohio,2013,80453
Parma,Ohio,2014,80166
Parma,Ohio,2015,80037
Parma,Ohio,2016,79627
Parma,Ohio,2017,79103
Parma,Ohio,2018,78622
Parma,Ohio,2019,78103
Layton,Utah,2010,67813
Layton,Utah,2011,68479
Layton,Utah,2012,68899
Layton,Utah,2013,70978
Layton,Utah,2014,72360
Layton,Utah,2015,73929
Layton,Utah,2016,75482
Layton,Utah,2017,76447
Layton,Utah,2018,77181
Layton,Utah,2019,78014
Alameda,California,2010,73946
Alameda,California,2011,74692
Alameda,California,2012,75637
Alameda,California,2013,76479
Alameda,California,2014,77509
Alameda,California,2015,78459
Alameda,California,2016,79091
Alameda,California,2017,79037
Alameda,California,2018,78344
Alameda,California,2019,77624
Warner Robins,Georgia,2010,70047
Warner Robins,Georgia,2011,71523
Warner Robins,Georgia,2012,72522
Warner Robins,Georgia,2013,73253
Warner Robins,Georgia,2014,73859
Warner Robins,Georgia,2015,73991
Warner Robins,Georgia,2016,74950
Warner Robins,Georgia,2017,75394
Warner Robins,Georgia,2018,76365
Warner Robins,Georgia,2019,77617
Rapid City,South Dakota,2010,69154
Rapid City,South Dakota,2011,69587
Rapid City,South Dakota,2012,70739
Rapid City,South Dakota,2013,71730
Rapid City,South Dakota,2014,72995
Rapid City,South Dakota,2015,73370
Rapid City,South Dakota,2016,74116
Rapid City,South Dakota,2017,75237
Rapid City,South Dakota,2018,76170
Rapid City,South Dakota,2019,77503
Bloomington,Illinois,2010,76848
Bloomington,Illinois,2011,77308
Bloomington,Illinois,2012,78020
Bloomington,Illinois,2013,79269
Bloomington,Illinois,2014,78901
Bloomington,Illinois,2015,78414
Bloomington,Illinois,2016,78343
Bloomington,Illinois,2017,78134
Bloomington,Illinois,2018,77804
Bloomington,Illinois,2019,77330
Gastonia,North Carolina,2010,71707
Gastonia,North Carolina,2011,71871
Gastonia,North Carolina,2012,72503
Gastonia,North Carolina,2013,72789
Gastonia,North Carolina,2014,73183
Gastonia,North Carolina,2015,74009
Gastonia,North Carolina,2016,74963
Gastonia,North Carolina,2017,76307
Gastonia,North Carolina,2018,76885
Gastonia,North Carolina,2019,77273
Baytown,Texas,2010,71757
Baytown,Texas,2011,72500
Baytown,Texas,2012,73311
Baytown,Texas,2013,75334
Baytown,Texas,2014,75926
Baytown,Texas,2015,76286
Baytown,Texas,2016,76369
Baytown,Texas,2017,76693
Baytown,Texas,2018,76592
Baytown,Texas,2019,77192
Upland,California,2010,73884
Upland,California,2011,74465
Upland,California,2012,74933
Upland,California,2013,75188
Upland,California,2014,75542
Upland,California,2015,75970
Upland,California,2016,76374
Upland,California,2017,76778
Upland,California,2018,76833
Upland,California,2019,77140
Racine,Wisconsin,2010,78460
Racine,Wisconsin,2011,78170
Racine,Wisconsin,2012,77904
Racine,Wisconsin,2013,77782
Racine,Wisconsin,2014,77607
Racine,Wisconsin,2015,77290
Racine,Wisconsin,2016,77155
Racine,Wisconsin,2017,77188
Racine,Wisconsin,2018,77075
Racine,Wisconsin,2019,76760
Scranton,Pennsylvania,2010,76079
Scranton,Pennsylvania,2011,75926
Scranton,Pennsylvania,2012,76024
Scranton,Pennsylvania,2013,75831
Scranton,Pennsylvania,2014,75443
Scranton,Pennsylvania,2015,77149
Scranton,Pennsylvania,2016,77235
Scranton,Pennsylvania,2017,77214
Scranton,Pennsylvania,2018,77017
Scranton,Pennsylvania,2019,76653
South Jordan,Utah,2010,51301
South Jordan,Utah,2011,53309
South Jordan,Utah,2012,55842
South Jordan,Utah,2013,59142
South Jordan,Utah,2014,62446
South Jordan,Utah,2015,66034
South Jordan,Utah,2016,68545
South Jordan,Utah,2017,70929
South Jordan,Utah,2018,73837
South Jordan,Utah,2019,76598
Bellflower,California,2010,76624
Bellflower,California,2011,76939
Bellflower,California,2012,77202
Bellflower,California,2013,77404
Bellflower,California,2014,77532
Bellflower,California,2015,77794
Bellflower,California,2016,77581
Bellflower,California,2017,77326
Bellflower,California,2018,76906
Bellflower,California,2019,76435
Kalamazoo,Michigan,2010,74334
Kalamazoo,Michigan,2011,74697
Kalamazoo,Michigan,2012,75545
Kalamazoo,Michigan,2013,75792
Kalamazoo,Michigan,2014,76099
Kalamazoo,Michigan,2015,75820
Kalamazoo,Michigan,2016,75826
Kalamazoo,Michigan,2017,75803
Kalamazoo,Michigan,2018,76483
Kalamazoo,Michigan,2019,76200
San Ramon,California,2010,71585
San Ramon,California,2011,72174
San Ramon,California,2012,72850
San Ramon,California,2013,73560
San Ramon,California,2014,74329
San Ramon,California,2015,75138
San Ramon,California,2016,75703
San Ramon,California,2017,75795
San Ramon,California,2018,75851
San Ramon,California,2019,75995
Bethlehem,Pennsylvania,2010,74979
Bethlehem,Pennsylvania,2011,75061
Bethlehem,Pennsylvania,2012,75040
Bethlehem,Pennsylvania,2013,74852
Bethlehem,Pennsylvania,2014,74966
Bethlehem,Pennsylvania,2015,74966
Bethlehem,Pennsylvania,2016,75273
Bethlehem,Pennsylvania,2017,75546
Bethlehem,Pennsylvania,2018,75742
Bethlehem,Pennsylvania,2019,75815
Wyoming,Michigan,2010,72131
Wyoming,Michigan,2011,72729
Wyoming,Michigan,2012,73509
Wyoming,Michigan,2013,74307
Wyoming,Michigan,2014,74986
Wyoming,Michigan,2015,75298
Wyoming,Michigan,2016,75685
Wyoming,Michigan,2017,76056
Wyoming,Michigan,2018,75839
Wyoming,Michigan,2019,75667
Hammond,Indiana,2010,80718
Hammond,Indiana,2011,80220
Hammond,Indiana,2012,79648
Hammond,Indiana,2013,79009
Hammond,Indiana,2014,78586
Hammond,Indiana,2015,77688
Hammond,Indiana,2016,77151
Hammond,Indiana,2017,76489
Hammond,Indiana,2018,75877
Hammond,Indiana,2019,75522
Missoula,Montana,2010,67466
Missoula,Montana,2011,68078
Missoula,Montana,2012,68877
Missoula,Montana,2013,69487
Missoula,Montana,2014,70227
Missoula,Montana,2015,71292
Missoula,Montana,2016,72779
Missoula,Montana,2017,74077
Missoula,Montana,2018,74882
Missoula,Montana,2019,75516
Missouri City,Texas,2010,66905
Missouri City,Texas,2011,67441
Missouri City,Texas,2012,68107
Missouri City,Texas,2013,69314
Missouri City,Texas,2014,71076
Missouri City,Texas,2015,73611
Missouri City,Texas,2016,74359
Missouri City,Texas,2017,74617
Missouri City,Texas,2018,74834
Missouri City,Texas,2019,75457
Pasco,Washington,2010,62928
Pasco,Washington,2011,65539
Pasco,Washington,2012,67673
Pasco,Washington,2013,68398
Pasco,Washington,2014,69500
Pasco,Washington,2015,70330
Pasco,Washington,2016,71514
Pasco,Washington,2017,72810
Pasco,Washington,2018,74485
Pasco,Washington,2019,75432
Baldwin Park,California,2010,75421
Baldwin Park,California,2011,75750
Baldwin Park,California,2012,76183
Baldwin Park,California,2013,76364
Baldwin Park,California,2014,76375
Baldwin Park,California,2015,76427
Baldwin Park,California,2016,76219
Baldwin Park,California,2017,75948
Baldwin Park,California,2018,75572
Baldwin Park,California,2019,75251
Iowa City,Iowa,2010,68050
Iowa City,Iowa,2011,69201
Iowa City,Iowa,2012,70182
Iowa City,Iowa,2013,71454
Iowa City,Iowa,2014,72831
Iowa City,Iowa,2015,73497
Iowa City,Iowa,2016,74587
Iowa City,Iowa,2017,75690
Iowa City,Iowa,2018,75696
Iowa City,Iowa,2019,75130
Rancho Cordova,California,2010,65067
Rancho Cordova,California,2011,65970
Rancho Cordova,California,2012,66725
Rancho Cordova,California,2013,67722
Rancho Cordova,California,2014,69389
Rancho Cordova,California,2015,70640
Rancho Cordova,California,2016,72162
Rancho Cordova,California,2017,73398
Rancho Cordova,California,2018,74478
Rancho Cordova,California,2019,75087
Rock Hill,South Carolina,2010,66879
Rock Hill,South Carolina,2011,67593
Rock Hill,South Carolina,2012,68131
Rock Hill,South Carolina,2013,68788
Rock Hill,South Carolina,2014,69690
Rock Hill,South Carolina,2015,71183
Rock Hill,South Carolina,2016,72460
Rock Hill,South Carolina,2017,73414
Rock Hill,South Carolina,2018,74458
Rock Hill,South Carolina,2019,75048
Flagstaff,Arizona,2010,66088
Flagstaff,Arizona,2011,66071
Flagstaff,Arizona,2012,67913
Flagstaff,Arizona,2013,68090
Flagstaff,Arizona,2014,68609
Flagstaff,Arizona,2015,69966
Flagstaff,Arizona,2016,71149
Flagstaff,Arizona,2017,72037
Flagstaff,Arizona,2018,73762
Flagstaff,Arizona,2019,75038
Gary,Indiana,2010,80155
Gary,Indiana,2011,79645
Gary,Indiana,2012,79128
Gary,Indiana,2013,78518
Gary,Indiana,2014,77985
Gary,Indiana,2015,77128
Gary,Indiana,2016,76450
Gary,Indiana,2017,75775
Gary,Indiana,2018,75210
Gary,Indiana,2019,74879
St. Joseph,Missouri,2010,76659
St. Joseph,Missouri,2011,77202
St. Joseph,Missouri,2012,77332
St. Joseph,Missouri,2013,77221
St. Joseph,Missouri,2014,76994
St. Joseph,Missouri,2015,76496
St. Joseph,Missouri,2016,76443
St. Joseph,Missouri,2017,76076
St. Joseph,Missouri,2018,75604
St. Joseph,Missouri,2019,74875
Arlington Heights village,Illinois,2010,75252
Arlington Heights village,Illinois,2011,75528
Arlington Heights village,Illinois,2012,75918
Arlington Heights village,Illinois,2013,76116
Arlington Heights village,Illinois,2014,76145
Arlington Heights village,Illinois,2015,75987
Arlington Heights village,Illinois,2016,75795
Arlington Heights village,Illinois,2017,75473
Arlington Heights village,Illinois,2018,75116
Arlington Heights village,Illinois,2019,74760
Bolingbrook village,Illinois,2010,73475
Bolingbrook village,Illinois,2011,73789
Bolingbrook village,Illinois,2012,73949
Bolingbrook village,Illinois,2013,73909
Bolingbrook village,Illinois,2014,74032
Bolingbrook village,Illinois,2015,74142
Bolingbrook village,Illinois,2016,74383
Bolingbrook village,Illinois,2017,75003
Bolingbrook village,Illinois,2018,75043
Bolingbrook village,Illinois,2019,74545
Rochester Hills,Michigan,2010,71038
Rochester Hills,Michigan,2011,71694
Rochester Hills,Michigan,2012,72455
Rochester Hills,Michigan,2013,73116
Rochester Hills,Michigan,2014,73363
Rochester Hills,Michigan,2015,73627
Rochester Hills,Michigan,2016,73849
Rochester Hills,Michigan,2017,74517
Rochester Hills,Michigan,2018,74544
Rochester Hills,Michigan,2019,74516
Framingham,Massachusetts,2010,68665
Framingham,Massachusetts,2011,69656
Framingham,Massachusetts,2012,70061
Framingham,Massachusetts,2013,70411
Framingham,Massachusetts,2014,70786
Framingham,Massachusetts,2015,70938
Framingham,Massachusetts,2016,71459
Framingham,Massachusetts,2017,71784
Framingham,Massachusetts,2018,72909
Framingham,Massachusetts,2019,74416
Union City,California,2010,69630
Union City,California,2011,70597
Union City,California,2012,71642
Union City,California,2013,72552
Union City,California,2014,73481
Union City,California,2015,74343
Union City,California,2016,75465
Union City,California,2017,75227
Union City,California,2018,74560
Union City,California,2019,74107
Appleton,Wisconsin,2010,72704
Appleton,Wisconsin,2011,72921
Appleton,Wisconsin,2012,73128
Appleton,Wisconsin,2013,73591
Appleton,Wisconsin,2014,74001
Appleton,Wisconsin,2015,74151
Appleton,Wisconsin,2016,74392
Appleton,Wisconsin,2017,74524
Appleton,Wisconsin,2018,74378
Appleton,Wisconsin,2019,74098
Turlock,California,2010,68848
Turlock,California,2011,69251
Turlock,California,2012,69719
Turlock,California,2013,70261
Turlock,California,2014,70868
Turlock,California,2015,71776
Turlock,California,2016,72578
Turlock,California,2017,73241
Turlock,California,2018,73396
Turlock,California,2019,73631
Camden,New Jersey,2010,76805
Camden,New Jersey,2011,77049
Camden,New Jersey,2012,76711
Camden,New Jersey,2013,76283
Camden,New Jersey,2014,75673
Camden,New Jersey,2015,75204
Camden,New Jersey,2016,73818
Camden,New Jersey,2017,73728
Camden,New Jersey,2018,73725
Camden,New Jersey,2019,73562
Bismarck,North Dakota,2010,61589
